sample_accession	run_accession	assembly_accession	assembly_seqkit_sum	asm_pipe_filter	asm_fasta_on_osf	dataset	scientific_name	sylph_species_pre_202505	in_hq_pre_202505	sylph_species	sylph_filter	hq_filter	osf_tarball_filename	osf_tarball_url	aws_url	comments
SAMN10220049	SRR8090491	ERZ25498811	seqkit.v0.1_DLS_k0_427b26c1360bc237ac0aaa35236fbb19	PASS	1	r0.2	Pseudomonas leptonychotis	Pseudomonas_E leptonychotis	T	Pseudomonas_E leptonychotis	PASS	PASS	atb.assembly.r0.2.batch.132.tar.xz	https://osf.io/download/6ye9w/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10220049.fa.gz	None
SAMN10236326	SRR8003447	ERZ9082621	seqkit.v0.1_DLS_k0_7016fcd10c8c33a7064ca211b92901d8	PASS	1	661k	Staphylococcus gallinarum;Staphylococcus pragensis	Staphylococcus pragensis	T	Staphylococcus pragensis	PASS	PASS	atb.assembly.r0.2.batch.139.tar.xz	https://osf.io/download/66717c86d835c439ef4ce01f/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10236326.fa.gz	None
SAMN10236834	SRR8111626	ERZ9082630	seqkit.v0.1_DLS_k0_7a56d92f7a0a07037611b28b044a1f65	PASS	1	661k	Corynebacterium macginleyi	Corynebacterium macginleyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.107.tar.xz	https://osf.io/download/66715d9a6b6c8e341604cd78/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10236834.fa.gz	None
SAMN10237497	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10252913	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10272903	SRR8088506	ERZ25577628	seqkit.v0.1_DLS_k0_1554640519ca6113ad583cdfa191f589	PASS	1	r0.2	Mesorhizobium jarvisii	Mesorhizobium jarvisii	T	Mesorhizobium jarvisii	PASS	PASS	atb.assembly.r0.2.batch.120.tar.xz	https://osf.io/download/6671706965e1de5eb5893baa/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10272903.fa.gz	None
SAMN10290473	SRR8109043	ERZ9089024	seqkit.v0.1_DLS_k0_2b052ad25c0b30a605e8f14bad6bd51b	PASS	1	661k	[Curtobacterium] plantarum	Pantoea agglomerans	T	Pantoea agglomerans	PASS	PASS	atb.assembly.r0.2.batch.126.tar.xz	https://osf.io/download/6671719165e1de5eba893c31/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10290473.fa.gz	None
SAMN10298210	SRR8113456	ERZ9089526	seqkit.v0.1_DLS_k0_fba3165cdc0a00a9dc2e15a4428a6d22	PASS	1	661k	Thermoanaerobacter ethanolicus JW 200	Thermoanaerobacter ethanolicus	T	Thermoanaerobacter ethanolicus	PASS	PASS	atb.assembly.r0.2.batch.146.tar.xz	https://osf.io/download/667180950f8c8017fa3c9543/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10298210.fa.gz	None
SAMN10342726	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10342727	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10345376	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10345377	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10345378	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10345379	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10345380	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10345381	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10360983	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10360985	SRR8238419	ERZ25504531	seqkit.v0.1_DLS_k0_690a69419effdf81f747e2162749b578	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360985.fa.gz	None
SAMN10360986	SRR8238418	ERZ25504539	seqkit.v0.1_DLS_k0_ba67833818343d0b5bfbf1940896e7c5	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360986.fa.gz	None
SAMN10360987	SRR8238417	ERZ25504546	seqkit.v0.1_DLS_k0_fe1238e85327018dc951512fc3f83cfb	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360987.fa.gz	None
SAMN10360988	SRR8238213	ERZ25504553	seqkit.v0.1_DLS_k0_c5b1bfe4277037fdd76641c56377878b	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360988.fa.gz	None
SAMN10360989	SRR8238188	ERZ25504562	seqkit.v0.1_DLS_k0_03aceee1ae5705d474b939effde49bb7	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360989.fa.gz	None
SAMN10360990	SRR8238089	ERZ25504569	seqkit.v0.1_DLS_k0_cfbeeefe0fa5c8c63fd0b1154f63ec8b	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360990.fa.gz	None
SAMN10360991	SRR8238187	ERZ25504578	seqkit.v0.1_DLS_k0_502a64c26a97a4c5faa5a6bc7c311285	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360991.fa.gz	None
SAMN10360992	SRR8238215	ERZ25504586	seqkit.v0.1_DLS_k0_f8975c8042ab4ff4f67251fbd1d85836	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360992.fa.gz	None
SAMN10360993	SRR8238719	ERZ25504593	seqkit.v0.1_DLS_k0_e6775dbdf866a4a90458c0ed8e21cf11	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360993.fa.gz	None
SAMN10360994	SRR8238720	ERZ25504601	seqkit.v0.1_DLS_k0_13b2cbb226a6577dc9c7e68a67938375	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360994.fa.gz	None
SAMN10360995	SRR8238233	ERZ25504608	seqkit.v0.1_DLS_k0_a465abe445baa91d940f79f2cb325784	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360995.fa.gz	None
SAMN10360996	SRR8238088	ERZ25504619	seqkit.v0.1_DLS_k0_ed2895e5a377d78357aba2b44c333ff6	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360996.fa.gz	None
SAMN10360997	SRR8238416	ERZ25504626	seqkit.v0.1_DLS_k0_335e42718fd59594a4f00bed0ccf2e73	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360997.fa.gz	None
SAMN10360998	SRR8238415	ERZ25504633	seqkit.v0.1_DLS_k0_0727c76b2b298aceacaaf78052d91dbe	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360998.fa.gz	None
SAMN10360999	SRR8238240	ERZ25504641	seqkit.v0.1_DLS_k0_70027c838c4b2e90a7937c88d2a00208	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10360999.fa.gz	None
SAMN10361000	SRR8238191	ERZ25504648	seqkit.v0.1_DLS_k0_542b2952c4bb08ca3e7ec4c6d51d95c6	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361000.fa.gz	None
SAMN10361001	SRR8238087	ERZ25504655	seqkit.v0.1_DLS_k0_c34ec6bc80f04f5242c78fa52a47dfc0	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361001.fa.gz	None
SAMN10361002	SRR8238086	ERZ25504662	seqkit.v0.1_DLS_k0_2e3be4538dbd43fc86bccc5298b94f6e	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361002.fa.gz	None
SAMN10361003	SRR8238085	ERZ25504671	seqkit.v0.1_DLS_k0_c973cbdaf9188ba6f81edd7376517a35	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361003.fa.gz	None
SAMN10361004	SRR8238705	ERZ25504678	seqkit.v0.1_DLS_k0_18441dc51732288aa5938cbb296d355a	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361004.fa.gz	None
SAMN10361005	SRR8238473	ERZ25504686	seqkit.v0.1_DLS_k0_802be1e46b049c6680abda32c4e00e71	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361005.fa.gz	None
SAMN10361006	SRR8238214	ERZ25504694	seqkit.v0.1_DLS_k0_26008692ff8cebbbfed3e30956b18725	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361006.fa.gz	None
SAMN10361007	SRR8238212	ERZ25504701	seqkit.v0.1_DLS_k0_fd804def77c4a3ff6d01f499851d4f80	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361007.fa.gz	None
SAMN10361008	SRR8238083	ERZ25504708	seqkit.v0.1_DLS_k0_7f1d28567fc2de7e7aafbe2fbbe7fcc3	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361008.fa.gz	None
SAMN10361009	SRR8238193	ERZ25504717	seqkit.v0.1_DLS_k0_c016ff738f9b3536256c273e11d18218	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361009.fa.gz	None
SAMN10361010	SRR8238232	ERZ25504724	seqkit.v0.1_DLS_k0_53336d2c66e824d500c609cea33abe25	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361010.fa.gz	None
SAMN10361011	SRR8238706	ERZ25504733	seqkit.v0.1_DLS_k0_7cc2b54357929aaddde702b745f51959	PASS	1	r0.2	Ruegeria pomeroyi	Ruegeria_B pomeroyi	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.136.tar.xz	https://osf.io/download/66717ce2d835c439e94cdf1e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361011.fa.gz	None
SAMN10361533	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN10361598	SRR8478054	ERZ25500570	seqkit.v0.1_DLS_k0_81573965dac18f1f3b3a9b75fbc4f685	PASS	1	r0.2	Novosphingobium sp. ST904	Novosphingobium sp001298105	T	Novosphingobium sp001298105	PASS	PASS	atb.assembly.r0.2.batch.125.tar.xz	https://osf.io/download/6671714977ff4c5f6ce045de/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10361598.fa.gz	None
SAMN10362777	SRR8436182	ERZ26401461	seqkit.v0.1_DLS_k0_7a38552e10229c5991b181e9e99b1814	PASS	1	Incr_release.202408	Mesocricetibacter intestinalis	Mesocricetibacter intestinalis	T	Mesocricetibacter intestinalis	PASS	PASS	atb.assembly.incr_release.202408.batch.46.tar.xz	https://osf.io/download/66d9a627125d8e7378459fda/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362777.fa.gz	None
SAMN10362778	SRR8436178	ERZ26401470	seqkit.v0.1_DLS_k0_ecf0d8611646638c46c023a9ad72b411	PASS	1	Incr_release.202408	Vespertiliibacter pulmonis	Vespertiliibacter pulmonis	T	Vespertiliibacter pulmonis	PASS	PASS	atb.assembly.incr_release.202408.batch.58.tar.xz	https://osf.io/download/njh53/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362778.fa.gz	None
SAMN10362779	SRR8436391	ERZ26401480	seqkit.v0.1_DLS_k0_37044195d6704fe0bde976bb61d3ab4c	PASS	1	Incr_release.202408	Pseudodesulfovibrio indicus	Pseudodesulfovibrio indicus	T	Pseudodesulfovibrio indicus	PASS	PASS	atb.assembly.incr_release.202408.batch.50.tar.xz	https://osf.io/download/66d9a69b39458125d3a3cfb3/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362779.fa.gz	None
SAMN10362780	SRR8393268	ERZ26401490	seqkit.v0.1_DLS_k0_a6deb4b40cbba281f0dc80f7c339bcf2	PASS	1	Incr_release.202408	Diaphorobacter nitroreducens	Diaphorobacter nitroreducens	T	Diaphorobacter nitroreducens	PASS	PASS	atb.assembly.incr_release.202408.batch.41.tar.xz	https://osf.io/download/66d9a59b77177b5974a3cecc/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362780.fa.gz	None
SAMN10362781	SRR8436393	ERZ26401500	seqkit.v0.1_DLS_k0_71b6cc337b046e1196fc064c92fb8f01	PASS	1	Incr_release.202408	Sulfurirhabdus autotrophica	Sulfurirhabdus autotrophica	T	Sulfurirhabdus autotrophica	PASS	PASS	atb.assembly.incr_release.202408.batch.58.tar.xz	https://osf.io/download/njh53/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362781.fa.gz	None
SAMN10362782	SRR8436385	ERZ26401511	seqkit.v0.1_DLS_k0_53bf373ae1f9dc851aac2fd4f9233ccf	PASS	1	Incr_release.202408	Baia soyae	Baia soyae	T	Baia soyae	PASS	PASS	atb.assembly.incr_release.202408.batch.37.tar.xz	https://osf.io/download/66d9a41b5cbc564c9b77acea/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362782.fa.gz	None
SAMN10362783	SRR8436180	ERZ26401520	seqkit.v0.1_DLS_k0_a3aed8b31db2a641f641f5d937b034df	PASS	1	Incr_release.202408	Keratinibaculum paraultunense	Keratinibaculum paraultunense	T	Keratinibaculum paraultunense	PASS	PASS	atb.assembly.incr_release.202408.batch.44.tar.xz	https://osf.io/download/66d9a5a10ca25644d045a0ba/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362783.fa.gz	None
SAMN10362784	SRR8436141	ERZ26401530	seqkit.v0.1_DLS_k0_02631a2531bcfbb71dd92272e0c36a9a	PASS	1	Incr_release.202408	Thermolongibacillus altinsuensis	Thermolongibacillus altinsuensis	T	Thermolongibacillus altinsuensis	PASS	PASS	atb.assembly.incr_release.202408.batch.58.tar.xz	https://osf.io/download/njh53/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362784.fa.gz	None
SAMN10362785	SRR8436142	ERZ26401538	seqkit.v0.1_DLS_k0_735b6ec226c912e03b296c9966aa0b64	PASS	1	Incr_release.202408	Hydrogenoanaerobacterium saccharovorans	Hydrogenoanaerobacterium saccharovorans	T	Hydrogenoanaerobacterium saccharovorans	PASS	PASS	atb.assembly.incr_release.202408.batch.44.tar.xz	https://osf.io/download/66d9a5a10ca25644d045a0ba/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362785.fa.gz	None
SAMN10362786	SRR8436402	ERZ26401548	seqkit.v0.1_DLS_k0_62e54c0258fa77b4efff5a19aba91887	PASS	1	Incr_release.202408	Thermodesulfitimonas autotrophica	Thermodesulfitimonas autotrophica	T	Thermodesulfitimonas autotrophica	PASS	PASS	atb.assembly.incr_release.202408.batch.58.tar.xz	https://osf.io/download/njh53/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362786.fa.gz	None
SAMN10362787	SRR8436392	ERZ26401558	seqkit.v0.1_DLS_k0_83e51cd10cb2b401e8a3d0cae9b9d58a	PASS	1	Incr_release.202408	Kineothrix alysoides	Kineothrix alysoides	T	Kineothrix alysoides	PASS	PASS	atb.assembly.incr_release.202408.batch.44.tar.xz	https://osf.io/download/66d9a5a10ca25644d045a0ba/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362787.fa.gz	None
SAMN10362788	SRR8436389	ERZ26401565	seqkit.v0.1_DLS_k0_79b7cbe5c4fe3c1274c92b43654f6a54	PASS	1	Incr_release.202408	Allofournierella massiliensis;Fournierella massiliensis	Fournierella massiliensis	T	Fournierella massiliensis	PASS	PASS	atb.assembly.incr_release.202408.batch.43.tar.xz	https://osf.io/download/8pbqv/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362788.fa.gz	None
SAMN10362789	SRR8436387	ERZ26401578	seqkit.v0.1_DLS_k0_6a39159c51158c1b2645295cd5129332	PASS	1	Incr_release.202408	Serpentinicella alkaliphila	Serpentinicella alkaliphila	T	Serpentinicella alkaliphila	PASS	PASS	atb.assembly.incr_release.202408.batch.52.tar.xz	https://osf.io/download/66d9a84762c73df0ff77ac39/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362789.fa.gz	None
SAMN10362790	SRR8436384	ERZ26401586	seqkit.v0.1_DLS_k0_a5c034e683007f199e01c464e321588b	PASS	1	Incr_release.202408	Dinghuibacter silviterrae	Dinghuibacter silviterrae	T	Dinghuibacter silviterrae	PASS	PASS	atb.assembly.incr_release.202408.batch.41.tar.xz	https://osf.io/download/66d9a59b77177b5974a3cecc/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362790.fa.gz	None
SAMN10362855	SRR8436403	ERZ26401599	seqkit.v0.1_DLS_k0_8271408f36371f6403b6d204741edf25	PASS	1	Incr_release.202408	Primorskyibacter sedentarius	Primorskyibacter sedentarius	T	Primorskyibacter sedentarius	PASS	PASS	atb.assembly.incr_release.202408.batch.50.tar.xz	https://osf.io/download/66d9a69b39458125d3a3cfb3/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362855.fa.gz	None
SAMN10362856	SRR8436395	ERZ26401606	seqkit.v0.1_DLS_k0_3e5f513cb3575403561d4acc210fcdb0	PASS	1	Incr_release.202408	Pacificibacter maritimus	Pacificibacter maritimus	T	Pacificibacter maritimus	PASS	PASS	atb.assembly.incr_release.202408.batch.48.tar.xz	https://osf.io/download/66d9a6d247e9f4a6ad2dfc27/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362856.fa.gz	None
SAMN10362857	SRR8436396	ERZ26401617	seqkit.v0.1_DLS_k0_55996b98a126d2aa42c2f3399e624b1f	PASS	1	Incr_release.202408	Varunaivibrio sulfuroxidans	Varunaivibrio sulfuroxidans	T	Varunaivibrio sulfuroxidans	PASS	PASS	atb.assembly.incr_release.202408.batch.58.tar.xz	https://osf.io/download/njh53/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362857.fa.gz	None
SAMN10362858	SRR8436399	ERZ26401628	seqkit.v0.1_DLS_k0_e43ced4b1af80b96f4c6ef4ad1b7b7e0	PASS	1	Incr_release.202408	Pseudobacteriovorax antillogorgiicola	Pseudobacteriovorax antillogorgiicola	T	Pseudobacteriovorax antillogorgiicola	PASS	PASS	atb.assembly.incr_release.202408.batch.50.tar.xz	https://osf.io/download/66d9a69b39458125d3a3cfb3/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362858.fa.gz	None
SAMN10362859	SRR8436386	ERZ26401637	seqkit.v0.1_DLS_k0_a4506dc3f76212ad73ad1ed939966eba	PASS	1	Incr_release.202408	Hazenella coriacea	Hazenella coriacea	T	Hazenella coriacea	PASS	PASS	atb.assembly.incr_release.202408.batch.44.tar.xz	https://osf.io/download/66d9a5a10ca25644d045a0ba/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362859.fa.gz	None
SAMN10362860	SRR8436235	ERZ26401651	seqkit.v0.1_DLS_k0_bbb1235bb584be99bc3981ac905c53a8	PASS	1	Incr_release.202408	Longibaculum muris	Longibaculum muris	T	Longibaculum muris	PASS	PASS	atb.assembly.incr_release.202408.batch.46.tar.xz	https://osf.io/download/66d9a627125d8e7378459fda/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362860.fa.gz	None
SAMN10362884	SRR8436181	ERZ26401661	seqkit.v0.1_DLS_k0_f1d7d6354ab91256daa1e0c99ad9d1c0	PASS	1	Incr_release.202408	Cricetibacter osteomyelitidis	Cricetibacter osteomyelitidis	T	Cricetibacter osteomyelitidis	PASS	PASS	atb.assembly.incr_release.202408.batch.41.tar.xz	https://osf.io/download/66d9a59b77177b5974a3cecc/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362884.fa.gz	None
SAMN10362885	SRR8393200	ERZ26401669	seqkit.v0.1_DLS_k0_ca4c7fd0a0bf814988cfa758c4989545	PASS	1	Incr_release.202408	Raoultella planticola	Klebsiella planticola	T	Klebsiella planticola	PASS	PASS	atb.assembly.incr_release.202408.batch.44.tar.xz	https://osf.io/download/66d9a5a10ca25644d045a0ba/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN10362885.fa.gz	None
